scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj,use_MoM
wadivlinear_(no mean)_normal_KL05_091811_4_0.0001_3_window_4,wadi,3,normal_KL,vlinear,64,0,0.0001,0.125,0.25,0.25,0.375,0.275,41734,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08168221337769721,0.0,0.125,0.125,0.125,0.275,0.09354143466934853,1.0,0.413408100605011,2.4189172842441367,0.3909950256347656,18.95263671875,128.15848898887634,0.6407924449443817,18859.460805673094,1454.2353515625,0,0,0
wadiGVAR_(no mean)_normal_KL05_092130_4_0.0001_3_window_4,wadi,3,normal_KL,GVAR,64,0,0.0001,0.25,0.25,0.25,0.25,0.25,3182211,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14516212801574643,0.125,0.125,0.125,0.125,0.25,0.0,1.0,0.18628734350204468,5.368051211643501,12.370903015136719,66.4970703125,88.47761249542236,0.4423880624771118,27317.644902828386,1203.68896484375,0,0,0
wadibaro_(no mean)_normal_KL05_092414_4_0.0001_3_window_4,wadi,3,normal_KL,baro,128,0,0.0001,0.25,0.25,0.25,0.25,0.25,0,4,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2746716503501043,0.25,0.25,0.25,0.25,0.25,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
waditorai_(no mean)_normal_KL05_092429_4_0.0001_3_window_4,wadi,3,normal_KL,torai,128,0,0.0001,0.25,0.25,0.25,0.25,0.25,0,4,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2733949173775875,0.25,0.25,0.25,0.25,0.25,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL05_092439_4_0.0001_3_window_4,wadi,3,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,4,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL05_092452_4_0.0001_3_window_4,wadi,3,normal_KL,cLSTM,64,0,0.0001,0.125,0.25,0.25,0.25,0.225,6283071,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.0677461125830691,0.0,0.125,0.125,0.125,0.225,0.05,1.0,0.24230670928955078,4.127000869815056,24.199745178222656,129.373046875,476.87224197387695,2.3843612098693847,5068.443468203383,814.66015625,0,0,0
wadiCUTS_PLUS_(no mean)_normal_KL05_094024_4_0.0001_3_window_4,wadi,3,normal_KL,CUTS_PLUS,64,0,0.0001,0.25,0.25,0.25,0.25,0.25,77632,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14793296202701622,0.125,0.125,0.125,0.125,0.25,0.0,1.0,0.19661903381347656,5.0859775913081435,0.5278739929199219,18.36474609375,990.2877666950226,4.9514388334751125,2440.7046934109608,2129.58203125,0,0,0
wadivlinear_(no mean)_normal_KL05_100623_8_0.0001_3_window_8,wadi,3,normal_KL,vlinear,64,0,0.0001,0.25,0.375,0.375,0.375,0.35,42510,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.07983455634278003,0.0,0.125,0.125,0.125,0.35,0.049999999999999996,1.0,0.19810691475868225,5.047779383259382,0.3941383361816406,19.84423828125,134.90761423110962,0.6745380711555481,8957.240900649947,2971.701171875,0,0,0
wadiGVAR_(no mean)_normal_KL05_100929_8_0.0001_3_window_8,wadi,3,normal_KL,GVAR,64,0,0.0001,0.25,0.5,0.5,0.5,0.4625,7425159,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.16759889259844604,0.125,0.125,0.125,0.25,0.4625,0.08003905296791061,1.0,0.1972975730895996,5.0684860656946125,28.55646514892578,133.68994140625,96.52352213859558,0.4826176106929779,12519.228196676146,2523.5634765625,0,0,0
wadibaro_(no mean)_normal_KL05_101214_8_0.0001_3_window_8,wadi,3,normal_KL,baro,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,8,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.405010569716452,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
waditorai_(no mean)_normal_KL05_101222_8_0.0001_3_window_8,wadi,3,normal_KL,torai,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,8,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3998748301266004,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL05_101236_8_0.0001_3_window_8,wadi,3,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,8,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL05_101257_8_0.0001_3_window_8,wadi,3,normal_KL,cLSTM,64,0,0.0001,0.25,0.5,0.5,0.5,0.4625,6283071,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.0664403060175119,0.0,0.125,0.125,0.125,0.4625,0.08003905296791061,1.0,0.16604527831077576,6.022453695602036,24.199745178222656,128.89990234375,245.5744640827179,1.2278723204135895,4920.707063389821,1641.29345703125,0,0,0
wadiCUTS_PLUS_(no mean)_normal_KL05_102122_8_0.0001_3_window_8,wadi,3,normal_KL,CUTS_PLUS,64,0,0.0001,0.5,0.5,0.5,0.5,0.5,77632,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.16108039804598676,0.125,0.125,0.125,0.125,0.5,0.0,1.0,0.19008931517601013,5.260684952618543,0.5278739929199219,19.33154296875,1151.8163530826569,5.759081765413284,1049.1255804503087,4684.49609375,0,0,0
wadivlinear_(no mean)_normal_KL05_105144_16_0.0001_3_window_16,wadi,3,normal_KL,vlinear,64,0,0.0001,0.125,0.5,0.5,0.75,0.525,44062,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08659506003256003,0.0,0.125,0.125,0.125,0.525,0.19999999999999998,1.0,0.21418055891990662,4.6689578411920785,0.4007911682128906,21.6279296875,137.98948907852173,0.6899474453926087,4377.144984255279,6015.62548828125,0,0,0
wadiGVAR_(no mean)_normal_KL05_105448_16_0.0001_3_window_16,wadi,3,normal_KL,GVAR,64,0,0.0001,0.25,0.375,0.375,0.5,0.425,15911055,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14239590571827415,0.125,0.125,0.125,0.125,0.425,0.082915619758885,1.0,0.19586902856826782,5.105452389842542,60.927589416503906,267.26708984375,99.82096219062805,0.49910481095314024,6050.833279352101,5158.68310546875,0,0,0
wadibaro_(no mean)_normal_KL05_105744_16_0.0001_3_window_16,wadi,3,normal_KL,baro,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.408241806377838,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
waditorai_(no mean)_normal_KL05_105753_16_0.0001_3_window_16,wadi,3,normal_KL,torai,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.40852024525534353,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL05_105807_16_0.0001_3_window_16,wadi,3,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL05_105821_16_0.0001_3_window_16,wadi,3,normal_KL,cLSTM,64,0,0.0001,0.25,0.5,0.5,0.5,0.4625,6283071,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.07858665621266428,0.0,0.125,0.125,0.125,0.4625,0.08003905296791061,1.0,0.25252455472946167,3.960010942584711,24.199745178222656,128.8310546875,138.72639799118042,0.6936319899559021,4353.8937703723805,3202.51953125,0,0,0
wadiGVAR_(no mean)_normal_KL05_110450_20_0.0001_3_window_20,wadi,3,normal_KL,GVAR,64,0,0.0001,0.125,0.125,0.25,0.25,0.2125,20154003,20,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.07495344932844933,0.0,0.0,0.125,0.25,0.2125,0.05728219618694799,1.0,0.21054264903068542,4.749631509833694,77.11315155029297,330.21142578125,101.50934195518494,0.5075467097759246,4760.153013437192,6476.54296875,0,0,0
wadibaro_(no mean)_normal_KL05_110754_20_0.0001_3_window_20,wadi,3,normal_KL,baro,128,0,0.0001,0.25,0.375,0.375,0.625,0.425,0,20,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.33503128815628813,0.25,0.375,0.375,0.625,0.425,0.12747548783981963,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
waditorai_(no mean)_normal_KL05_110802_20_0.0001_3_window_20,wadi,3,normal_KL,torai,128,0,0.0001,0.25,0.375,0.375,0.625,0.425,0,20,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3556680811859627,0.25,0.375,0.375,0.625,0.425,0.1,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL05_110817_20_0.0001_3_window_20,wadi,3,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,20,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL05_110831_20_0.0001_3_window_20,wadi,3,normal_KL,cLSTM,64,0,0.0001,0.125,0.25,0.5,0.5,0.4,6283071,20,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.13779449716949715,0.0,0.125,0.25,0.25,0.4,0.13462912017836262,1.0,0.21275833249092102,4.7001684413120355,24.199745178222656,128.8583984375,140.81342434883118,0.7040671217441559,3431.4910118440766,3993.11572265625,0,0,0
wadivlinear_(no mean)_normal_KL05_183127_4_0.0001_1_window_4,wadi,1,normal_KL,vlinear,64,0,0.0001,0.25,0.25,0.25,0.25,0.25,21760,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.15776141311839945,0.125,0.125,0.125,0.125,0.25,0.0,1.0,0.5112424790859222,1.956018994720379,0.3148002624511719,18.38818359375,159.1683521270752,0.7958417606353759,15185.17951401759,1675.51953125,1,0,0,mul,none,split_diff,bipartite,mlp
wadivlinear_(no mean)_normal_KL05_183527_8_0.0001_1_window_8,wadi,1,normal_KL,vlinear,64,0,0.0001,0.125,0.25,0.25,0.25,0.2375,22784,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10688105590345193,0.0,0.125,0.125,0.25,0.2375,0.0375,1.0,0.1924121379852295,5.197177321925319,0.3188896179199219,19.02783203125,153.77333116531372,0.7688666558265687,7858.319715405734,3320.1953125,1,0,0,mul,none,split_diff,bipartite,mlp
--------------------------

wadivlinear_(no mean)_normal_KL05_202322_4_0.0001_1_window_4,wadi,1,normal_KL,vlinear,64,0,0.0001,0.0,0.0,0.125,0.25,0.125,21760,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08019391150776171,0.0,0.0,0.25,0.25,0.125,0.11180339887498948,1.0,0.2988627552986145,3.3460174687904174,0.3148002624511719,18.38818359375,158.25592494010925,0.7912796247005462,15272.729920947322,1675.51953125,1,0,0,mul,none,split_diff,bipartite,mlp
wadivlinear_(no mean)_normal_KL05_202714_8_0.0001_1_window_8,wadi,1,normal_KL,vlinear,64,0,0.0001,0.25,0.375,0.375,0.375,0.3625,22784,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14429804564602997,0.0,0.125,0.25,0.5,0.3625,0.0375,1.0,0.2767038345336914,3.613972324182736,0.3188896179199219,19.02783203125,153.32621502876282,0.7666310751438141,7881.235441527813,3320.1953125,1,0,0,mul,none,split_diff,bipartite,mlp
wadivlinear_(no mean)_normal_KL05_205352_4_0.0001_1_window_4,wadi,1,normal_KL,vlinear,128,0,0.0001,0.0,0.125,0.125,0.25,0.15,67712,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08630357085479266,0.0,0.125,0.125,0.25,0.15,0.09354143466934854,1.0,0.32026877999305725,3.122377398201841,0.6309623718261719,19.40966796875,242.91900086402893,1.2145950043201446,9949.818628444333,1197.96875,1,0,0,mul,none,split_diff,bipartite,mlp
wadivlinear_(no mean)_normal_KL05_212854_4_0.0001_1_window_4,wadi,1,normal_KL,vlinear,128,0,0.0001,0.125,0.25,0.25,0.25,0.2375,67712,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.09651985727086533,0.0,0.125,0.125,0.125,0.2375,0.0375,1.0,0.24376845359802246,4.102253532973605,0.6309623718261719,19.40966796875,242.68430638313293,1.2134215319156647,9959.440872061212,1197.96875,1,0,0,mul,none,split_diff,bipartite,mlp
wadivlinear_(no mean)_normal_KL05_213410_8_0.0001_1_window_8,wadi,1,normal_KL,vlinear,128,0,0.0001,0.25,0.375,0.375,0.5,0.3875,69248,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10933515028909765,0.0,0.125,0.125,0.375,0.3875,0.0673145600891813,1.0,0.17355424165725708,5.76188741024749,0.6370048522949219,20.4287109375,223.02827286720276,1.1151413643360137,5418.147145494487,2333.51171875,1,0,0,mul,none,split_diff,bipartite,mlp
wadivlinear_(no mean)_normal_KL05_213849_16_0.0001_1_window_16,wadi,1,normal_KL,vlinear,128,0,0.0001,0.0,0.25,0.375,0.375,0.3,72320,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.17583797942253826,0.125,0.125,0.125,0.125,0.3,0.11456439237389601,1.0,0.20942112803459167,4.775067393557456,0.6494560241699219,22.46826171875,213.23351383209229,1.0661675691604615,2832.5753730982983,4618.01416015625,1,0,0,mul,none,split_diff,bipartite,mlp
wadivlinear_(no mean)_normal_KL05_214311_20_0.0001_1_window_20,wadi,1,normal_KL,vlinear,128,0,0.0001,0.25,0.375,0.375,0.375,0.3625,73856,20,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.16342094935844936,0.125,0.125,0.125,0.125,0.3625,0.0375,1.0,0.203007310628891,4.925930977077261,0.6558647155761719,23.89111328125,211.7446894645691,1.0587234473228455,2281.99347630323,5764.22607421875,1,0,0,mul,none,split_diff,bipartite,mlp
